naslov,ESRB_deskriptor 
Men of War,Violence
SSX On Tour,Mild Violence
SSX On Tour,Violence
Medal of Honor Frontline,Violence
Call of Duty 3,Blood
Call of Duty 3,Language
Call of Duty 3,Violence
Metal Gear Rising: Revengeance,Blood
Metal Gear Rising: Revengeance,Blood and Gore
Metal Gear Rising: Revengeance,Intense Violence
Metal Gear Rising: Revengeance,Language
Metal Gear Rising: Revengeance,Strong Language
Metal Gear Rising: Revengeance,Violence
The Walking Dead: Episode 4 - Around Every Corner,Blood
The Walking Dead: Episode 4 - Around Every Corner,Blood and Gore
The Walking Dead: Episode 4 - Around Every Corner,Intense Violence
The Walking Dead: Episode 4 - Around Every Corner,Language
The Walking Dead: Episode 4 - Around Every Corner,Strong Language
The Walking Dead: Episode 4 - Around Every Corner,Violence
Splashdown: Rides Gone Wild,Language
Splashdown: Rides Gone Wild,Lyrics
MotoGP 3,Suggestive Themes
War of the Monsters,Violence
Incredible Crisis,Comic Mischief
Incredible Crisis,Suggestive Themes
Incredible Crisis,Violence
Dragon Age: Origins - Awakening,Blood
Dragon Age: Origins - Awakening,Blood and Gore
Dragon Age: Origins - Awakening,Nudity
Dragon Age: Origins - Awakening,Partial Nudity
Dragon Age: Origins - Awakening,Suggestive Themes
Dragon Age: Origins - Awakening,Violence
Metro: Last Light,Blood
Metro: Last Light,Intense Violence
Metro: Last Light,Language
Metro: Last Light,Nudity
Metro: Last Light,Sexual Content
Metro: Last Light,Strong Language
Metro: Last Light,Use of Drugs
Metro: Last Light,Violence
SoulCalibur: Broken Destiny,Language
SoulCalibur: Broken Destiny,Nudity
SoulCalibur: Broken Destiny,Partial Nudity
SoulCalibur: Broken Destiny,Suggestive Themes
SoulCalibur: Broken Destiny,Violence
Sins of a Solar Empire: Entrenchment,Fantasy Violence
Sins of a Solar Empire: Entrenchment,Language
Sins of a Solar Empire: Entrenchment,Violence
Spider-Man 2,Violence
Lock's Quest,Fantasy Violence
Lock's Quest,Violence
The Last Story,Language
The Last Story,Suggestive Themes
The Last Story,Use of Alcohol
The Last Story,Violence
WWE SmackDown vs. Raw 2007,Blood
WWE SmackDown vs. Raw 2007,Language
WWE SmackDown vs. Raw 2007,Suggestive Themes
WWE SmackDown vs. Raw 2007,Violence
LEGO City Undercover,Crude Humor
LEGO City Undercover,Violence
Kingdoms of Amalur: Reckoning,Blood
Kingdoms of Amalur: Reckoning,Blood and Gore
Kingdoms of Amalur: Reckoning,Intense Violence
Kingdoms of Amalur: Reckoning,Suggestive Themes
Kingdoms of Amalur: Reckoning,Violence
Tom Clancy's Ghost Recon Advanced Warfighter,Blood
Tom Clancy's Ghost Recon Advanced Warfighter,Language
Tom Clancy's Ghost Recon Advanced Warfighter,Violence
Rock Band,Lyrics
Rock Band,Suggestive Themes
LEGO Batman: The Videogame,Violence
LEGO Indiana Jones: The Original Adventures,Violence
Valkyrie Profile: Lenneth,Fantasy Violence
Valkyrie Profile: Lenneth,Language
Valkyrie Profile: Lenneth,Suggestive Themes
Valkyrie Profile: Lenneth,Use of Alcohol
Valkyrie Profile: Lenneth,Violence
Stacking,Crude Humor
Stacking,Suggestive Themes
Stacking,Violence
Snoopy Flying Ace,Violence
The Darkness,Blood
The Darkness,Blood and Gore
The Darkness,Drug Reference
The Darkness,Intense Violence
The Darkness,Language
The Darkness,Strong Language
The Darkness,Suggestive Themes
The Darkness,Violence
Rocksmith,Lyrics
Rocksmith,Violence
Hot Shots Tennis: Get a Grip,Comic Mischief
Hot Shots Tennis: Get a Grip,Suggestive Themes
Hitman: Contracts,Blood
Hitman: Contracts,Blood and Gore
Hitman: Contracts,Intense Violence
Hitman: Contracts,Language
Hitman: Contracts,Sexual Content
Hitman: Contracts,Strong Language
Hitman: Contracts,Strong Sexual Content
Hitman: Contracts,Use of Drugs
Hitman: Contracts,Violence
Medal of Honor Infiltrator,Mild Violence
Medal of Honor Infiltrator,Violence
Rock 'N Roll Racing,Mild Violence
Rock 'N Roll Racing,Violence
Pro Race Driver,Language
Pro Race Driver,Mild Violence
Pro Race Driver,Strong Language
Pro Race Driver,Violence
James Bond 007: NightFire,Suggestive Themes
James Bond 007: NightFire,Violence
Robin Hood: The Legend of Sherwood,Suggestive Themes
Robin Hood: The Legend of Sherwood,Violence
Kelly Slater's Pro Surfer,Lyrics
Kelly Slater's Pro Surfer,Mild Violence
Kelly Slater's Pro Surfer,Violence
Max Payne,Blood
Max Payne,Violence
Oddworld: Munch's Oddysee,Comic Mischief
Oddworld: Munch's Oddysee,Violence
Resident Evil: Revelations,Blood
Resident Evil: Revelations,Blood and Gore
Resident Evil: Revelations,Intense Violence
Resident Evil: Revelations,Language
Resident Evil: Revelations,Violence
Skate 3,Crude Humor
Skate 3,Drug Reference
Skate 3,Language
Skate 3,Mild Violence
Skate 3,Suggestive Themes
Skate 3,Violence
Enslaved: Odyssey to the West,Animated Blood
Enslaved: Odyssey to the West,Blood
Enslaved: Odyssey to the West,Language
Enslaved: Odyssey to the West,Suggestive Themes
Enslaved: Odyssey to the West,Violence
FlatOut: Ultimate Carnage,Lyrics
FlatOut: Ultimate Carnage,Violence
Metal Gear Acid 2,Blood
Metal Gear Acid 2,Sexual Themes
Metal Gear Acid 2,Violence
Star Ocean: Till the End of Time,Blood
Star Ocean: Till the End of Time,Violence
Railroad Tycoon 3,Alcohol Reference
Otogi: Myth of Demons,Fantasy Violence
Otogi: Myth of Demons,Violence
Sega Soccer Slam,Mild Violence
Sega Soccer Slam,Violence
Phantasy Star Online Ver. 2,Blood
Phantasy Star Online Ver. 2,Violence
Hostile Waters: Antaeus Rising,Blood
Hostile Waters: Antaeus Rising,Blood and Gore
Hostile Waters: Antaeus Rising,Violence
Crazy Taxi,Language
Crazy Taxi,Mild Violence
Crazy Taxi,Strong Language
Crazy Taxi,Violence
Hitman: Absolution,Blood
Hitman: Absolution,Blood and Gore
Hitman: Absolution,Intense Violence
Hitman: Absolution,Language
Hitman: Absolution,Nudity
Hitman: Absolution,Partial Nudity
Hitman: Absolution,Sexual Themes
Hitman: Absolution,Strong Language
Hitman: Absolution,Use of Drugs
Hitman: Absolution,Violence
WWE SmackDown vs. Raw 2009,Blood
WWE SmackDown vs. Raw 2009,Language
WWE SmackDown vs. Raw 2009,Suggestive Themes
WWE SmackDown vs. Raw 2009,Violence
Empire Earth II,Blood
Empire Earth II,Violence
Hitman: Absolution,Blood
Hitman: Absolution,Blood and Gore
Hitman: Absolution,Intense Violence
Hitman: Absolution,Language
Hitman: Absolution,Nudity
Hitman: Absolution,Partial Nudity
Hitman: Absolution,Sexual Themes
Hitman: Absolution,Strong Language
Hitman: Absolution,Use of Drugs
Hitman: Absolution,Violence
Test Drive Unlimited,Language
Test Drive Unlimited,Lyrics
Yakuza 3,Blood
Yakuza 3,Language
Yakuza 3,Sexual Themes
Yakuza 3,Strong Language
Yakuza 3,Use of Alcohol
Yakuza 3,Violence
Kameo: Elements of Power,Animated Blood
Kameo: Elements of Power,Blood
Kameo: Elements of Power,Violence
The King of Fighters XIII,Language
The King of Fighters XIII,Suggestive Themes
The King of Fighters XIII,Use of Alcohol
The King of Fighters XIII,Violence
Rock Band Unplugged,Lyrics
Rock Band Unplugged,Suggestive Themes
The Pinball of the Dead,Animated Blood
The Pinball of the Dead,Blood
The Pinball of the Dead,Mild Violence
The Pinball of the Dead,Violence
Shin Megami Tensei: Devil Survivor 2,Alcohol Reference
Shin Megami Tensei: Devil Survivor 2,Blood
Shin Megami Tensei: Devil Survivor 2,Language
Shin Megami Tensei: Devil Survivor 2,Suggestive Themes
Shin Megami Tensei: Devil Survivor 2,Use of Tobacco
Shin Megami Tensei: Devil Survivor 2,Violence
Bookworm Adventures: Volume 2,Animated Blood
Bookworm Adventures: Volume 2,Blood
Bookworm Adventures: Volume 2,Comic Mischief
Bookworm Adventures: Volume 2,Tobacco Reference
Bookworm Adventures: Volume 2,Violence
R-Type Final,Fantasy Violence
R-Type Final,Violence
Hunter: The Reckoning,Blood
Hunter: The Reckoning,Blood and Gore
Hunter: The Reckoning,Violence
Strong Bad's Cool Game for Attractive People Episode 3: Baddest of the Bands,Alcohol Reference
Strong Bad's Cool Game for Attractive People Episode 3: Baddest of the Bands,Crude Humor
Strong Bad's Cool Game for Attractive People Episode 3: Baddest of the Bands,Suggestive Themes
Strong Bad's Cool Game for Attractive People Episode 3: Baddest of the Bands,Violence
Street Fighter X Tekken,Alcohol Reference
Street Fighter X Tekken,Crude Humor
Street Fighter X Tekken,Language
Street Fighter X Tekken,Suggestive Themes
Street Fighter X Tekken,Violence
Gears of War 2: All Fronts Collection,Blood
Gears of War 2: All Fronts Collection,Blood and Gore
Gears of War 2: All Fronts Collection,Intense Violence
Gears of War 2: All Fronts Collection,Language
Gears of War 2: All Fronts Collection,Strong Language
Gears of War 2: All Fronts Collection,Violence
Brothers in Arms: Hell's Highway,Blood
Brothers in Arms: Hell's Highway,Blood and Gore
Brothers in Arms: Hell's Highway,Intense Violence
Brothers in Arms: Hell's Highway,Language
Brothers in Arms: Hell's Highway,Sexual Themes
Brothers in Arms: Hell's Highway,Strong Language
Brothers in Arms: Hell's Highway,Violence
Banjo-Kazooie: Nuts & Bolts,Comic Mischief
Banjo-Kazooie: Nuts & Bolts,Violence
Star Wars: Empire at War,Fantasy Violence
Star Wars: Empire at War,Violence
The Bigs,Mild Violence
The Bigs,Violence
EA Sports MMA,Alcohol Reference
EA Sports MMA,Blood
EA Sports MMA,Language
EA Sports MMA,Suggestive Themes
EA Sports MMA,Violence
Scribblenauts,Comic Mischief
Scribblenauts,Violence
NHL 07,Comic Mischief
NHL 07,Mild Violence
NHL 07,Violence
The Walking Dead: Episode 1 - A New Day,Blood
The Walking Dead: Episode 1 - A New Day,Blood and Gore
The Walking Dead: Episode 1 - A New Day,Intense Violence
The Walking Dead: Episode 1 - A New Day,Language
The Walking Dead: Episode 1 - A New Day,Strong Language
The Walking Dead: Episode 1 - A New Day,Violence
Sonic Colors,Violence
Silent Hunter: Wolves of the Pacific,Mild Violence
Silent Hunter: Wolves of the Pacific,Violence
Dead or Alive Dimensions,Blood
Dead or Alive Dimensions,Language
Dead or Alive Dimensions,Nudity
Dead or Alive Dimensions,Partial Nudity
Dead or Alive Dimensions,Suggestive Themes
Dead or Alive Dimensions,Use of Alcohol
Dead or Alive Dimensions,Violence
Dishonored: The Knife of Dunwall,Blood
Dishonored: The Knife of Dunwall,Blood and Gore
Dishonored: The Knife of Dunwall,Intense Violence
Dishonored: The Knife of Dunwall,Language
Dishonored: The Knife of Dunwall,Sexual Themes
Dishonored: The Knife of Dunwall,Strong Language
Dishonored: The Knife of Dunwall,Violence
Need for Speed: Most Wanted - A Criterion Game,Alcohol Reference
Need for Speed: Most Wanted - A Criterion Game,Comic Mischief
Need for Speed: Most Wanted - A Criterion Game,Violence
Lost Planet: Extreme Condition,Animated Blood
Lost Planet: Extreme Condition,Blood
Lost Planet: Extreme Condition,Language
Lost Planet: Extreme Condition,Violence
1701 A.D.,Alcohol Reference
1701 A.D.,Language
1701 A.D.,Tobacco Reference
1701 A.D.,Violence
Otogi 2: Immortal Warriors,Blood
Otogi 2: Immortal Warriors,Fantasy Violence
Otogi 2: Immortal Warriors,Violence
Pro Evolution Soccer 2009,Lyrics
Eternal Sonata,Fantasy Violence
Eternal Sonata,Language
Eternal Sonata,Use of Alcohol
Eternal Sonata,Violence
Red Faction II,Blood
Red Faction II,Blood and Gore
Red Faction II,Violence
Baldur's Gate: Dark Alliance,Blood
Baldur's Gate: Dark Alliance,Use of Alcohol
Baldur's Gate: Dark Alliance,Violence
NHL 2003,Comic Mischief
NHL 2003,Violence
Kohan: Ahriman's Gift,Violence
Emperor: Battle for Dune,Blood
Emperor: Battle for Dune,Violence
Mega Man 10,Violence
Sword of the Stars: Born of Blood,Fantasy Violence
Sword of the Stars: Born of Blood,Violence
Gun,Blood
Gun,Blood and Gore
Gun,Intense Violence
Gun,Language
Gun,Sexual Themes
Gun,Strong Language
Gun,Suggestive Themes
Gun,Use of Alcohol
Gun,Violence
Sonic's Ultimate Genesis Collection,Animated Blood
Sonic's Ultimate Genesis Collection,Blood
Sonic's Ultimate Genesis Collection,Violence
SoulCalibur,Suggestive Themes
SoulCalibur,Violence
Counter-Strike: Global Offensive,Blood
Counter-Strike: Global Offensive,Intense Violence
Counter-Strike: Global Offensive,Violence
X-Men Legends,Blood
X-Men Legends,Violence
Worms Reloaded,Violence
LEGO Batman 2: DC Super Heroes,Violence
Monday Night Combat,Language
Monday Night Combat,Suggestive Themes
Monday Night Combat,Violence
Final Fantasy I & II: Dawn of Souls,Fantasy Violence
Final Fantasy I & II: Dawn of Souls,Language
Final Fantasy I & II: Dawn of Souls,Violence
MX vs. ATV Unleashed,Lyrics
Tropico 3,Suggestive Themes
Tropico 3,Tobacco Reference
Tropico 3,Violence
NHL 2K10,Mild Violence
NHL 2K10,Violence
GrimGrimoire,Fantasy Violence
GrimGrimoire,Language
GrimGrimoire,Suggestive Themes
GrimGrimoire,Violence
Trauma Center: Under the Knife 2,Blood
Trauma Center: Under the Knife 2,Language
Trauma Center: Under the Knife 2,Mild Violence
Trauma Center: Under the Knife 2,Suggestive Themes
Trauma Center: Under the Knife 2,Violence
Runaway: A Twist of Fate,Blood
Runaway: A Twist of Fate,Blood and Gore
Runaway: A Twist of Fate,Language
Runaway: A Twist of Fate,Mild Violence
Runaway: A Twist of Fate,Suggestive Themes
Runaway: A Twist of Fate,Violence
Monster Hunter 3 Ultimate,Blood
Monster Hunter 3 Ultimate,Crude Humor
Monster Hunter 3 Ultimate,Fantasy Violence
Monster Hunter 3 Ultimate,Violence
La Pucelle: Tactics,Blood
La Pucelle: Tactics,Crude Humor
La Pucelle: Tactics,Mild Violence
La Pucelle: Tactics,Sexual Themes
La Pucelle: Tactics,Violence
Tales of Monkey Island Chapter 1: Launch of the Screaming Narwhal,Alcohol Reference
Tales of Monkey Island Chapter 1: Launch of the Screaming Narwhal,Comic Mischief
Tales of Monkey Island Chapter 1: Launch of the Screaming Narwhal,Language
Tales of Monkey Island Chapter 1: Launch of the Screaming Narwhal,Suggestive Themes
Transformers: Fall of Cybertron,Animated Blood
Transformers: Fall of Cybertron,Blood
Transformers: Fall of Cybertron,Violence
Mortal Kombat: Deadly Alliance,Blood
Mortal Kombat: Deadly Alliance,Blood and Gore
Mortal Kombat: Deadly Alliance,Violence
NHL Hitz Pro,Violence
The Sims: Superstar,Comic Mischief
The Sims: Superstar,Mild Violence
The Sims: Superstar,Sexual Themes
The Sims: Superstar,Violence
Orcs Must Die!,Blood
Orcs Must Die!,Blood and Gore
Orcs Must Die!,Violence
"You, Me, and the Cubes",Comic Mischief
SSX On Tour,Mild Violence
SSX On Tour,Violence
Street Fighter Alpha Anthology,Violence
Payday 2,Blood
Payday 2,Drug Reference
Payday 2,Intense Violence
Payday 2,Language
Payday 2,Strong Language
Payday 2,Suggestive Themes
Payday 2,Violence
Spider-Man: The Movie,Violence
Castlevania: Lament of Innocence,Blood
Castlevania: Lament of Innocence,Violence
Midnight Club: LA Remix,Lyrics
Midnight Club: LA Remix,Mild Violence
Midnight Club: LA Remix,Strong Lyrics
Midnight Club: LA Remix,Suggestive Themes
Midnight Club: LA Remix,Violence
Tekken 6,Alcohol Reference
Tekken 6,Crude Humor
Tekken 6,Language
Tekken 6,Suggestive Themes
Tekken 6,Violence
Assassin's Creed: Director's Cut Edition,Blood
Assassin's Creed: Director's Cut Edition,Language
Assassin's Creed: Director's Cut Edition,Strong Language
Assassin's Creed: Director's Cut Edition,Violence
Quantum Conundrum,Comic Mischief
DeathSpank,Blood
DeathSpank,Crude Humor
DeathSpank,Language
DeathSpank,Sexual Themes
DeathSpank,Violence
The Unfinished Swan,Fantasy Violence
The Unfinished Swan,Violence
Dissidia: Final Fantasy,Fantasy Violence
Dissidia: Final Fantasy,Language
Dissidia: Final Fantasy,Nudity
Dissidia: Final Fantasy,Partial Nudity
Dissidia: Final Fantasy,Violence
The Lord of the Rings: The Battle for Middle-Earth II,Fantasy Violence
The Lord of the Rings: The Battle for Middle-Earth II,Violence
Prototype,Blood
Prototype,Blood and Gore
Prototype,Intense Violence
Prototype,Language
Prototype,Strong Language
Prototype,Violence
Split/Second,Violence
Dead Rising 2,Blood
Dead Rising 2,Blood and Gore
Dead Rising 2,Intense Violence
Dead Rising 2,Language
Dead Rising 2,Sexual Themes
Dead Rising 2,Use of Alcohol
Dead Rising 2,Violence
MTV Music Generator 3: This Is the Remix,Lyrics
Tak and the Power of Juju,Violence
Final Fantasy Origins,Violence
Dynasty Tactics,Violence
MLB Slugfest 20-03,Comic Mischief
MLB Slugfest 20-03,Violence
Giants: Citizen Kabuto,Blood
Giants: Citizen Kabuto,Blood and Gore
Giants: Citizen Kabuto,Violence
Def Jam: Fight for NY: The Takeover,Blood
Def Jam: Fight for NY: The Takeover,Language
